project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2004290,WTD_10_071724_072424,Plot_10_WTD_2024,-77.883859,35.626534,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104462,Plot_10_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_17_062424_070324,Plot_17_WTD_2024,-77.886229,35.623583,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104469,Plot_17_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_7_060524_061324,Plot_7_WTD_2024,-77.89688,35.636233,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104458,Plot_7_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_7_072424_080624,Plot_7_WTD_2024,-77.89688,35.636233,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104458,Plot_7_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_12_060524_061324,Plot_12_WTD_2024,-77.885121,35.625808,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104464,Plot_12_cam,1,Camera Functioning,Chest height,,Parallel,,,,41,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_14_071024_071724,Plot_14_WTD_2024,-77.886591,35.625189,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104466,Plot_14_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_5_071724_072424,Plot_5_WTD_2024,-77.907304,35.632657,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104456,Plot_5_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_061324_062424,Plot_6_WTD_2024,-77.90606,35.633237,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_10_060524_061324,Plot_10_WTD_2024,-77.883859,35.626534,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104462,Plot_10_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_18_061324_062424,Plot_18_WTD_2024,-77.886008,35.622853,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104471,Plot_18_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_061324_062024,Plot_6_WTD_2024,-77.90606,35.633237,2024-06-13 00:00:00,2024-06-20 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_11_060524_061324,Plot_11_WTD_2024,-77.88437,35.626375,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104463,Plot_11_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_4_072424_080624,Plot_4_WTD_2024,-77.907972,35.632854,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104455,Plot_4_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_3_061324_062424,Plot_3_WTD_2024,-77.908563,35.633064,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104453,Plot_3_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_1_071024_071724,Plot_1_WTD_2024,-77.908882,35.633866,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104450,Plot_1_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_7_070324_071024,Plot_7_WTD_2024,-77.89688,35.636233,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104458,Plot_7_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_12_061324_062424,Plot_12_WTD_2024,-77.885121,35.625808,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104464,Plot_12_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_17_061324_062424,Plot_17_WTD_2024,-77.886229,35.623583,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104469,Plot_17_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_1_071724_072424,Plot_1_WTD_2024,-77.908882,35.633866,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104450,Plot_1_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_9_062424_070324,Plot_9_WTD_2024,-77.898322,35.635025,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104460,Plot_9_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_2_070324_071024,Plot_2_WTD_2024,-77.909003,35.633286,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104451,Plot_2_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_18_071024_071724,Plot_18_WTD_2024,-77.886008,35.622853,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104471,Plot_18_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_061324_062424,Plot_16_WTD_2024,-77.886765,35.624019,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_3_062424_070324,Plot_3_WTD_2024,-77.908563,35.633064,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104453,Plot_3_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_11_071724_072424,Plot_11_WTD_2024,-77.88437,35.626375,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104463,Plot_11_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_8_062424_070324,Plot_8_WTD_2024,-77.896865,35.63574,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104459,Plot_8_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_19_070324_071024,Plot_19_WTD_2024,-77.885945,35.622325,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104472,Plot_19_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_062424_070324,Plot_6_WTD_2024,-77.90606,35.633237,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_10_071024_071724,Plot_10_WTD_2024,-77.883859,35.626534,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104462,Plot_10_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_9_060524_061324,Plot_9_WTD_2024,-77.898322,35.635025,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104460,Plot_9_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_10_062424_070324,Plot_10_WTD_2024,-77.883859,35.626534,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104462,Plot_10_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_071724_072424,Plot_16_WTD_2024,-77.886765,35.624019,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_20_060524_061324,Plot_20_WTD_2024,-77.896091,35.634704,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104473,Plot_20_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_9_061324_062424,Plot_9_WTD_2024,-77.898322,35.635025,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104460,Plot_9_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_070324_071024,Plot_6_WTD_2024,-77.90606,35.633237,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_062424_070324,Plot_16_WTD_2024,-77.886765,35.624019,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_12_072424_080624,Plot_12_WTD_2024,-77.885121,35.625808,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104464,Plot_12_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_072424_080624,Plot_6_WTD_2024,-77.90606,35.633237,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_7_071724_072424,Plot_7_WTD_2024,-77.89688,35.636233,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104458,Plot_7_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_8_072424_080624,Plot_8_WTD_2024,-77.896865,35.63574,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104459,Plot_8_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_15_071024_071724,Plot_15_WTD_2024,-77.887084,35.624517,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104467,Plot_15_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_19_071724_072424,Plot_19_WTD_2024,-77.885945,35.622325,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104472,Plot_19_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_14_060524_061324,Plot_14_WTD_2024,-77.886591,35.625189,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104466,Plot_14_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_15_071724_072424,Plot_15_WTD_2024,-77.887084,35.624517,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104467,Plot_15_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_15_062424_070324,Plot_15_WTD_2024,-77.887084,35.624517,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104467,Plot_15_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_10_070324_071024,Plot_10_WTD_2024,-77.883859,35.626534,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104462,Plot_10_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_1_060524_061324,Plot_1_WTD_2024,-77.908882,35.633866,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104450,Plot_1_cam,1,Camera Functioning,Chest height,,Parallel,,,,,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_20_061324_062424,Plot_20_WTD_2024,-77.896091,35.634704,2024-06-13 00:00:00,2024-06-24 00:00:00,None,,Other,,2104473,Plot_20_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_8_070324_071024,Plot_8_WTD_2024,-77.896865,35.63574,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104459,Plot_8_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_14_062424_070324,Plot_14_WTD_2024,-77.886591,35.625189,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104466,Plot_14_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_070324_071024,Plot_16_WTD_2024,-77.886765,35.624019,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_3_071024_071724,Plot_3_WTD_2024,-77.908563,35.633064,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104453,Plot_3_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_9_071024_071724,Plot_9_WTD_2024,-77.898322,35.635025,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104460,Plot_9_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_6_060524_061324,Plot_6_WTD_2024,-77.90606,35.633237,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104457,Plot_6_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_13_072424_080624,Plot_13_WTD_2024,-77.885872,35.625546,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104465,Plot_13_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_13_060524_061324,Plot_13_WTD_2024,-77.885872,35.625546,2024-06-05 00:00:00,2024-06-13 00:00:00,None,,Other,,2104465,Plot_13_cam,1,Camera Functioning,Chest height,,Parallel,,,,41,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_5_070324_071024,Plot_5_WTD_2024,-77.907304,35.632657,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104456,Plot_5_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_14_070324_071024,Plot_14_WTD_2024,-77.886591,35.625189,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104466,Plot_14_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_071024_071724,Plot_16_WTD_2024,-77.886765,35.624019,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_8_071024_071724,Plot_8_WTD_2024,-77.896865,35.63574,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104459,Plot_8_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_2_071024_071724,Plot_2_WTD_2024,-77.909003,35.633286,2024-07-10 00:00:00,2024-07-17 00:00:00,None,,Other,,2104451,Plot_2_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_19_062424_070324,Plot_19_WTD_2024,-77.885945,35.622325,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104472,Plot_19_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_16_072424_080624,Plot_16_WTD_2024,-77.886765,35.624019,2024-07-24 00:00:00,2024-08-06 00:00:00,None,,Other,,2104468,Plot_16_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_5_062424_070324,Plot_5_WTD_2024,-77.907304,35.632657,2024-06-24 00:00:00,2024-07-03 00:00:00,None,,Other,,2104456,Plot_5_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_4_071724_072424,Plot_4_WTD_2024,-77.907972,35.632854,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104455,Plot_4_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_3_071724_072424,Plot_3_WTD_2024,-77.908563,35.633064,2024-07-17 00:00:00,2024-07-24 00:00:00,None,,Other,,2104453,Plot_3_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
2004290,WTD_12_070324_071024,Plot_12_WTD_2024,-77.885121,35.625808,2024-07-03 00:00:00,2024-07-10 00:00:00,None,,Other,,2104464,Plot_12_cam,1,Camera Functioning,Chest height,,Parallel,,,,42,NCSU Deer Repellent Project 2024,,,,,,
